"Source","Target","Sig_correlations"
"Pancreas","Skin - Not Sun Exposed (Suprapubic)_secretomics",5638
"Pancreas","Skin - Sun Exposed (Lower leg)_secretomics",4973
"Pancreas","Small Intestine - Terminal Ileum_secretomics",287
"Pancreas","Spleen_secretomics",1817
"Pancreas","Stomach_secretomics",850
"Pancreas","Testis_secretomics",2766
"Pancreas","Thyroid_secretomics",7747
"Pancreas","Uterus_secretomics",113
"Pancreas","Vagina_secretomics",193
"Pancreas","Whole Blood_secretomics",7304
"Pituitary","Adipose - Subcutaneous_secretomics",2280
"Pituitary","Adipose - Visceral (Omentum)_secretomics",2266
"Pituitary","Adrenal Gland_secretomics",105
"Pituitary","Artery - Aorta_secretomics",214
"Pituitary","Artery - Coronary_secretomics",4
"Pituitary","Artery - Tibial_secretomics",1745
"Pituitary","Bladder_secretomics",0
"Pituitary","Brain - Amygdala_secretomics",36
"Pituitary","Brain - Anterior cingulate cortex (BA24)_secretomics",127
"Pituitary","Brain - Caudate (basal ganglia)_secretomics",208
"Pituitary","Brain - Cerebellar Hemisphere_secretomics",325
"Pituitary","Brain - Cerebellum_secretomics",1741
"Pituitary","Brain - Cortex_secretomics",1235
"Pituitary","Brain - Frontal Cortex (BA9)_secretomics",306
"Pituitary","Brain - Hippocampus_secretomics",70
"Pituitary","Brain - Hypothalamus_secretomics",82
"Pituitary","Brain - Nucleus accumbens (basal ganglia)_secretomics",163
"Pituitary","Brain - Putamen (basal ganglia)_secretomics",116
"Pituitary","Brain - Spinal cord (cervical c-1)_secretomics",123
"Pituitary","Brain - Substantia nigra_secretomics",23
"Pituitary","Breast - Mammary Tissue_secretomics",309
"Pituitary","Cells - Cultured fibroblasts_secretomics",1
"Pituitary","Cells - EBV-transformed lymphocytes_secretomics",2
"Pituitary","Cervix - Ectocervix_secretomics",0
"Pituitary","Cervix - Endocervix_secretomics",0
"Pituitary","Colon - Sigmoid_secretomics",512
"Pituitary","Colon - Transverse_secretomics",39
"Pituitary","Esophagus - Gastroesophageal Junction_secretomics",396
"Pituitary","Esophagus - Mucosa_secretomics",159
"Pituitary","Esophagus - Muscularis_secretomics",1382
"Pituitary","Fallopian Tube_secretomics",0
"Pituitary","Heart - Atrial Appendage_secretomics",1835
"Pituitary","Heart - Left Ventricle_secretomics",996
"Pituitary","Kidney - Cortex_secretomics",65
"Pituitary","Kidney - Medulla_secretomics",0
"Pituitary","Liver_secretomics",856
"Pituitary","Lung_secretomics",419
"Pituitary","Minor Salivary Gland_secretomics",4
"Pituitary","Muscle - Skeletal_secretomics",6515
"Pituitary","Nerve - Tibial_secretomics",2091
"Pituitary","Ovary_secretomics",9
"Pituitary","Pancreas_secretomics",29
"Pituitary","Prostate_secretomics",156
"Pituitary","Skin - Not Sun Exposed (Suprapubic)_secretomics",1413
"Pituitary","Skin - Sun Exposed (Lower leg)_secretomics",2052
"Pituitary","Small Intestine - Terminal Ileum_secretomics",2
"Pituitary","Spleen_secretomics",1
"Pituitary","Stomach_secretomics",3
"Pituitary","Testis_secretomics",60
"Pituitary","Thyroid_secretomics",3555
"Pituitary","Uterus_secretomics",3
"Pituitary","Vagina_secretomics",6
"Pituitary","Whole Blood_secretomics",1537
"Prostate","Adipose - Subcutaneous_secretomics",2924
"Prostate","Adipose - Visceral (Omentum)_secretomics",2722
"Prostate","Adrenal Gland_secretomics",419
"Prostate","Artery - Aorta_secretomics",895
"Prostate","Artery - Coronary_secretomics",40
"Prostate","Artery - Tibial_secretomics",2101
"Prostate","Bladder_secretomics",8
"Prostate","Brain - Amygdala_secretomics",1
"Prostate","Brain - Anterior cingulate cortex (BA24)_secretomics",1
"Prostate","Brain - Caudate (basal ganglia)_secretomics",1
"Prostate","Brain - Cerebellar Hemisphere_secretomics",3
"Prostate","Brain - Cerebellum_secretomics",13
"Prostate","Brain - Cortex_secretomics",10
"Prostate","Brain - Frontal Cortex (BA9)_secretomics",3
"Prostate","Brain - Hippocampus_secretomics",5
"Prostate","Brain - Hypothalamus_secretomics",0
"Prostate","Brain - Nucleus accumbens (basal ganglia)_secretomics",1
"Prostate","Brain - Putamen (basal ganglia)_secretomics",1
"Prostate","Brain - Spinal cord (cervical c-1)_secretomics",5
"Prostate","Brain - Substantia nigra_secretomics",5
"Prostate","Breast - Mammary Tissue_secretomics",793
"Prostate","Cells - Cultured fibroblasts_secretomics",410
"Prostate","Cells - EBV-transformed lymphocytes_secretomics",5
"Prostate","Cervix - Ectocervix_secretomics",0
"Prostate","Cervix - Endocervix_secretomics",0
"Prostate","Colon - Sigmoid_secretomics",379
"Prostate","Colon - Transverse_secretomics",640
"Prostate","Esophagus - Gastroesophageal Junction_secretomics",785
"Prostate","Esophagus - Mucosa_secretomics",1647
"Prostate","Esophagus - Muscularis_secretomics",3657
"Prostate","Fallopian Tube_secretomics",0
"Prostate","Heart - Atrial Appendage_secretomics",1070
"Prostate","Heart - Left Ventricle_secretomics",1961
"Prostate","Kidney - Cortex_secretomics",2
"Prostate","Kidney - Medulla_secretomics",0
"Prostate","Liver_secretomics",164
"Prostate","Lung_secretomics",2280
"Prostate","Minor Salivary Gland_secretomics",28
"Prostate","Muscle - Skeletal_secretomics",4539
"Prostate","Nerve - Tibial_secretomics",3100
"Prostate","Ovary_secretomics",0
"Prostate","Pancreas_secretomics",253
"Prostate","Pituitary_secretomics",45
"Prostate","Skin - Not Sun Exposed (Suprapubic)_secretomics",3206
"Prostate","Skin - Sun Exposed (Lower leg)_secretomics",2626
"Prostate","Small Intestine - Terminal Ileum_secretomics",4
"Prostate","Spleen_secretomics",54
"Prostate","Stomach_secretomics",74
"Prostate","Testis_secretomics",6326
"Prostate","Thyroid_secretomics",4542
"Prostate","Uterus_secretomics",0
"Prostate","Vagina_secretomics",0
"Prostate","Whole Blood_secretomics",3588
"Skin - Not Sun Exposed (Suprapubic)","Adipose - Subcutaneous_secretomics",30198
"Skin - Not Sun Exposed (Suprapubic)","Adipose - Visceral (Omentum)_secretomics",28727
"Skin - Not Sun Exposed (Suprapubic)","Adrenal Gland_secretomics",7071
"Skin - Not Sun Exposed (Suprapubic)","Artery - Aorta_secretomics",14053
"Skin - Not Sun Exposed (Suprapubic)","Artery - Coronary_secretomics",1577
"Skin - Not Sun Exposed (Suprapubic)","Artery - Tibial_secretomics",20283
"Skin - Not Sun Exposed (Suprapubic)","Bladder_secretomics",0
"Skin - Not Sun Exposed (Suprapubic)","Brain - Amygdala_secretomics",10
"Skin - Not Sun Exposed (Suprapubic)","Brain - Anterior cingulate cortex (BA24)_secretomics",39
"Skin - Not Sun Exposed (Suprapubic)","Brain - Caudate (basal ganglia)_secretomics",27
"Skin - Not Sun Exposed (Suprapubic)","Brain - Cerebellar Hemisphere_secretomics",203
"Skin - Not Sun Exposed (Suprapubic)","Brain - Cerebellum_secretomics",199
"Skin - Not Sun Exposed (Suprapubic)","Brain - Cortex_secretomics",206
"Skin - Not Sun Exposed (Suprapubic)","Brain - Frontal Cortex (BA9)_secretomics",47
"Skin - Not Sun Exposed (Suprapubic)","Brain - Hippocampus_secretomics",9
"Skin - Not Sun Exposed (Suprapubic)","Brain - Hypothalamus_secretomics",29
"Skin - Not Sun Exposed (Suprapubic)","Brain - Nucleus accumbens (basal ganglia)_secretomics",15
"Skin - Not Sun Exposed (Suprapubic)","Brain - Putamen (basal ganglia)_secretomics",11
"Skin - Not Sun Exposed (Suprapubic)","Brain - Spinal cord (cervical c-1)_secretomics",16
"Skin - Not Sun Exposed (Suprapubic)","Brain - Substantia nigra_secretomics",3
"Skin - Not Sun Exposed (Suprapubic)","Breast - Mammary Tissue_secretomics",13382
"Skin - Not Sun Exposed (Suprapubic)","Cells - Cultured fibroblasts_secretomics",9105
"Skin - Not Sun Exposed (Suprapubic)","Cells - EBV-transformed lymphocytes_secretomics",390
"Skin - Not Sun Exposed (Suprapubic)","Cervix - Ectocervix_secretomics",0
"Skin - Not Sun Exposed (Suprapubic)","Cervix - Endocervix_secretomics",0
"Skin - Not Sun Exposed (Suprapubic)","Colon - Sigmoid_secretomics",12658
"Skin - Not Sun Exposed (Suprapubic)","Colon - Transverse_secretomics",6939
"Skin - Not Sun Exposed (Suprapubic)","Esophagus - Gastroesophageal Junction_secretomics",14629
"Skin - Not Sun Exposed (Suprapubic)","Esophagus - Mucosa_secretomics",20186
"Skin - Not Sun Exposed (Suprapubic)","Esophagus - Muscularis_secretomics",19490
"Skin - Not Sun Exposed (Suprapubic)","Fallopian Tube_secretomics",0
"Skin - Not Sun Exposed (Suprapubic)","Heart - Atrial Appendage_secretomics",20884
"Skin - Not Sun Exposed (Suprapubic)","Heart - Left Ventricle_secretomics",23713
"Skin - Not Sun Exposed (Suprapubic)","Kidney - Cortex_secretomics",220
"Skin - Not Sun Exposed (Suprapubic)","Kidney - Medulla_secretomics",0
"Skin - Not Sun Exposed (Suprapubic)","Liver_secretomics",3725
"Skin - Not Sun Exposed (Suprapubic)","Lung_secretomics",22643
"Skin - Not Sun Exposed (Suprapubic)","Minor Salivary Gland_secretomics",1018
"Skin - Not Sun Exposed (Suprapubic)","Muscle - Skeletal_secretomics",44233
"Skin - Not Sun Exposed (Suprapubic)","Nerve - Tibial_secretomics",31422
"Skin - Not Sun Exposed (Suprapubic)","Ovary_secretomics",1946
"Skin - Not Sun Exposed (Suprapubic)","Pancreas_secretomics",4131
"Skin - Not Sun Exposed (Suprapubic)","Pituitary_secretomics",391
"Skin - Not Sun Exposed (Suprapubic)","Prostate_secretomics",2164
"Skin - Not Sun Exposed (Suprapubic)","Skin - Sun Exposed (Lower leg)_secretomics",33428
"Skin - Not Sun Exposed (Suprapubic)","Small Intestine - Terminal Ileum_secretomics",315
"Skin - Not Sun Exposed (Suprapubic)","Spleen_secretomics",1286
"Skin - Not Sun Exposed (Suprapubic)","Stomach_secretomics",2278
"Skin - Not Sun Exposed (Suprapubic)","Testis_secretomics",21986
"Skin - Not Sun Exposed (Suprapubic)","Thyroid_secretomics",30001
"Skin - Not Sun Exposed (Suprapubic)","Uterus_secretomics",373
"Skin - Not Sun Exposed (Suprapubic)","Vagina_secretomics",343
"Skin - Not Sun Exposed (Suprapubic)","Whole Blood_secretomics",45022
"Skin - Sun Exposed (Lower leg)","Adipose - Subcutaneous_secretomics",50463
"Skin - Sun Exposed (Lower leg)","Adipose - Visceral (Omentum)_secretomics",24060
"Skin - Sun Exposed (Lower leg)","Adrenal Gland_secretomics",6543
"Skin - Sun Exposed (Lower leg)","Artery - Aorta_secretomics",14592
"Skin - Sun Exposed (Lower leg)","Artery - Coronary_secretomics",1605
"Skin - Sun Exposed (Lower leg)","Artery - Tibial_secretomics",27092
"Skin - Sun Exposed (Lower leg)","Bladder_secretomics",4
"Skin - Sun Exposed (Lower leg)","Brain - Amygdala_secretomics",0
"Skin - Sun Exposed (Lower leg)","Brain - Anterior cingulate cortex (BA24)_secretomics",14
"Skin - Sun Exposed (Lower leg)","Brain - Caudate (basal ganglia)_secretomics",38
"Skin - Sun Exposed (Lower leg)","Brain - Cerebellar Hemisphere_secretomics",163
"Skin - Sun Exposed (Lower leg)","Brain - Cerebellum_secretomics",430
"Skin - Sun Exposed (Lower leg)","Brain - Cortex_secretomics",339
"Skin - Sun Exposed (Lower leg)","Brain - Frontal Cortex (BA9)_secretomics",148
"Skin - Sun Exposed (Lower leg)","Brain - Hippocampus_secretomics",8
"Skin - Sun Exposed (Lower leg)","Brain - Hypothalamus_secretomics",9
"Skin - Sun Exposed (Lower leg)","Brain - Nucleus accumbens (basal ganglia)_secretomics",42
"Skin - Sun Exposed (Lower leg)","Brain - Putamen (basal ganglia)_secretomics",12
"Skin - Sun Exposed (Lower leg)","Brain - Spinal cord (cervical c-1)_secretomics",20
"Skin - Sun Exposed (Lower leg)","Brain - Substantia nigra_secretomics",10
"Skin - Sun Exposed (Lower leg)","Breast - Mammary Tissue_secretomics",11736
"Skin - Sun Exposed (Lower leg)","Cells - Cultured fibroblasts_secretomics",16586
"Skin - Sun Exposed (Lower leg)","Cells - EBV-transformed lymphocytes_secretomics",844
"Skin - Sun Exposed (Lower leg)","Cervix - Ectocervix_secretomics",0
"Skin - Sun Exposed (Lower leg)","Cervix - Endocervix_secretomics",0
"Skin - Sun Exposed (Lower leg)","Colon - Sigmoid_secretomics",7501
"Skin - Sun Exposed (Lower leg)","Colon - Transverse_secretomics",5888
"Skin - Sun Exposed (Lower leg)","Esophagus - Gastroesophageal Junction_secretomics",10213
"Skin - Sun Exposed (Lower leg)","Esophagus - Mucosa_secretomics",22851
"Skin - Sun Exposed (Lower leg)","Esophagus - Muscularis_secretomics",19395
"Skin - Sun Exposed (Lower leg)","Fallopian Tube_secretomics",0
"Skin - Sun Exposed (Lower leg)","Heart - Atrial Appendage_secretomics",14797
"Skin - Sun Exposed (Lower leg)","Heart - Left Ventricle_secretomics",26616
"Skin - Sun Exposed (Lower leg)","Kidney - Cortex_secretomics",168
"Skin - Sun Exposed (Lower leg)","Kidney - Medulla_secretomics",0
"Skin - Sun Exposed (Lower leg)","Liver_secretomics",3616
"Skin - Sun Exposed (Lower leg)","Lung_secretomics",22890
"Skin - Sun Exposed (Lower leg)","Minor Salivary Gland_secretomics",462
"Skin - Sun Exposed (Lower leg)","Muscle - Skeletal_secretomics",58152
"Skin - Sun Exposed (Lower leg)","Nerve - Tibial_secretomics",43813
"Skin - Sun Exposed (Lower leg)","Ovary_secretomics",2061
"Skin - Sun Exposed (Lower leg)","Pancreas_secretomics",4767
"Skin - Sun Exposed (Lower leg)","Pituitary_secretomics",623
"Skin - Sun Exposed (Lower leg)","Prostate_secretomics",1788
"Skin - Sun Exposed (Lower leg)","Skin - Not Sun Exposed (Suprapubic)_secretomics",35665
"Skin - Sun Exposed (Lower leg)","Small Intestine - Terminal Ileum_secretomics",140
"Skin - Sun Exposed (Lower leg)","Spleen_secretomics",833
"Skin - Sun Exposed (Lower leg)","Stomach_secretomics",1793
"Skin - Sun Exposed (Lower leg)","Testis_secretomics",22248
"Skin - Sun Exposed (Lower leg)","Thyroid_secretomics",29116
"Skin - Sun Exposed (Lower leg)","Uterus_secretomics",891
"Skin - Sun Exposed (Lower leg)","Vagina_secretomics",457
"Skin - Sun Exposed (Lower leg)","Whole Blood_secretomics",50816
"Small Intestine - Terminal Ileum","Adipose - Subcutaneous_secretomics",400
"Small Intestine - Terminal Ileum","Adipose - Visceral (Omentum)_secretomics",875
"Small Intestine - Terminal Ileum","Adrenal Gland_secretomics",40
"Small Intestine - Terminal Ileum","Artery - Aorta_secretomics",128
"Small Intestine - Terminal Ileum","Artery - Coronary_secretomics",4
"Small Intestine - Terminal Ileum","Artery - Tibial_secretomics",277
"Small Intestine - Terminal Ileum","Bladder_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Amygdala_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Caudate (basal ganglia)_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Cerebellar Hemisphere_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Cerebellum_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Cortex_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Frontal Cortex (BA9)_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Hippocampus_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Hypothalamus_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Putamen (basal ganglia)_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Spinal cord (cervical c-1)_secretomics",0
"Small Intestine - Terminal Ileum","Brain - Substantia nigra_secretomics",0
"Small Intestine - Terminal Ileum","Breast - Mammary Tissue_secretomics",97
"Small Intestine - Terminal Ileum","Cells - Cultured fibroblasts_secretomics",9
"Small Intestine - Terminal Ileum","Cells - EBV-transformed lymphocytes_secretomics",0
"Small Intestine - Terminal Ileum","Cervix - Ectocervix_secretomics",0
"Small Intestine - Terminal Ileum","Cervix - Endocervix_secretomics",0
"Small Intestine - Terminal Ileum","Colon - Sigmoid_secretomics",174
"Small Intestine - Terminal Ileum","Colon - Transverse_secretomics",280
"Small Intestine - Terminal Ileum","Esophagus - Gastroesophageal Junction_secretomics",676
"Small Intestine - Terminal Ileum","Esophagus - Mucosa_secretomics",775
"Small Intestine - Terminal Ileum","Esophagus - Muscularis_secretomics",1325
"Small Intestine - Terminal Ileum","Fallopian Tube_secretomics",0
"Small Intestine - Terminal Ileum","Heart - Atrial Appendage_secretomics",340
"Small Intestine - Terminal Ileum","Heart - Left Ventricle_secretomics",422
"Small Intestine - Terminal Ileum","Kidney - Cortex_secretomics",0
"Small Intestine - Terminal Ileum","Kidney - Medulla_secretomics",0
"Small Intestine - Terminal Ileum","Liver_secretomics",14
"Small Intestine - Terminal Ileum","Lung_secretomics",405
"Small Intestine - Terminal Ileum","Minor Salivary Gland_secretomics",14
"Small Intestine - Terminal Ileum","Muscle - Skeletal_secretomics",666
"Small Intestine - Terminal Ileum","Nerve - Tibial_secretomics",562
"Small Intestine - Terminal Ileum","Ovary_secretomics",6
"Small Intestine - Terminal Ileum","Pancreas_secretomics",223
"Small Intestine - Terminal Ileum","Pituitary_secretomics",1
"Small Intestine - Terminal Ileum","Prostate_secretomics",31
"Small Intestine - Terminal Ileum","Skin - Not Sun Exposed (Suprapubic)_secretomics",1074
"Small Intestine - Terminal Ileum","Skin - Sun Exposed (Lower leg)_secretomics",215
"Small Intestine - Terminal Ileum","Spleen_secretomics",140
"Small Intestine - Terminal Ileum","Stomach_secretomics",68
"Small Intestine - Terminal Ileum","Testis_secretomics",382
"Small Intestine - Terminal Ileum","Thyroid_secretomics",1564
"Small Intestine - Terminal Ileum","Uterus_secretomics",2
"Small Intestine - Terminal Ileum","Vagina_secretomics",4
"Small Intestine - Terminal Ileum","Whole Blood_secretomics",352
"Spleen","Adipose - Subcutaneous_secretomics",1115
"Spleen","Adipose - Visceral (Omentum)_secretomics",1834
"Spleen","Adrenal Gland_secretomics",682
"Spleen","Artery - Aorta_secretomics",602
"Spleen","Artery - Coronary_secretomics",70
"Spleen","Artery - Tibial_secretomics",997
"Spleen","Bladder_secretomics",0
"Spleen","Brain - Amygdala_secretomics",0
"Spleen","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Spleen","Brain - Caudate (basal ganglia)_secretomics",0
"Spleen","Brain - Cerebellar Hemisphere_secretomics",0
"Spleen","Brain - Cerebellum_secretomics",0
"Spleen","Brain - Cortex_secretomics",0
"Spleen","Brain - Frontal Cortex (BA9)_secretomics",0
"Spleen","Brain - Hippocampus_secretomics",0
"Spleen","Brain - Hypothalamus_secretomics",0
"Spleen","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Spleen","Brain - Putamen (basal ganglia)_secretomics",0
"Spleen","Brain - Spinal cord (cervical c-1)_secretomics",0
"Spleen","Brain - Substantia nigra_secretomics",0
"Spleen","Breast - Mammary Tissue_secretomics",219
"Spleen","Cells - Cultured fibroblasts_secretomics",32
"Spleen","Cells - EBV-transformed lymphocytes_secretomics",1
"Spleen","Cervix - Ectocervix_secretomics",0
"Spleen","Cervix - Endocervix_secretomics",0
"Spleen","Colon - Sigmoid_secretomics",365
"Spleen","Colon - Transverse_secretomics",789
"Spleen","Esophagus - Gastroesophageal Junction_secretomics",1014
"Spleen","Esophagus - Mucosa_secretomics",1269
"Spleen","Esophagus - Muscularis_secretomics",2934
"Spleen","Fallopian Tube_secretomics",0
"Spleen","Heart - Atrial Appendage_secretomics",794
"Spleen","Heart - Left Ventricle_secretomics",2511
"Spleen","Kidney - Cortex_secretomics",18
"Spleen","Kidney - Medulla_secretomics",0
"Spleen","Liver_secretomics",178
"Spleen","Lung_secretomics",1762
"Spleen","Minor Salivary Gland_secretomics",5
"Spleen","Muscle - Skeletal_secretomics",3008
"Spleen","Nerve - Tibial_secretomics",1903
"Spleen","Ovary_secretomics",15
"Spleen","Pancreas_secretomics",1718
"Spleen","Pituitary_secretomics",2
"Spleen","Prostate_secretomics",46
"Spleen","Skin - Not Sun Exposed (Suprapubic)_secretomics",2159
"Spleen","Skin - Sun Exposed (Lower leg)_secretomics",1280
"Spleen","Small Intestine - Terminal Ileum_secretomics",214
"Spleen","Stomach_secretomics",322
"Spleen","Testis_secretomics",197
"Spleen","Thyroid_secretomics",1911
"Spleen","Uterus_secretomics",4
"Spleen","Vagina_secretomics",10
"Spleen","Whole Blood_secretomics",3982
"Stomach","Adipose - Subcutaneous_secretomics",2018
"Stomach","Adipose - Visceral (Omentum)_secretomics",2236
"Stomach","Adrenal Gland_secretomics",436
"Stomach","Artery - Aorta_secretomics",1060
"Stomach","Artery - Coronary_secretomics",67
"Stomach","Artery - Tibial_secretomics",2010
"Stomach","Bladder_secretomics",24
"Stomach","Brain - Amygdala_secretomics",1
"Stomach","Brain - Anterior cingulate cortex (BA24)_secretomics",3
"Stomach","Brain - Caudate (basal ganglia)_secretomics",1
"Stomach","Brain - Cerebellar Hemisphere_secretomics",5
"Stomach","Brain - Cerebellum_secretomics",7
"Stomach","Brain - Cortex_secretomics",8
"Stomach","Brain - Frontal Cortex (BA9)_secretomics",0
"Stomach","Brain - Hippocampus_secretomics",3
"Stomach","Brain - Hypothalamus_secretomics",7
"Stomach","Brain - Nucleus accumbens (basal ganglia)_secretomics",1
"Stomach","Brain - Putamen (basal ganglia)_secretomics",3
"Stomach","Brain - Spinal cord (cervical c-1)_secretomics",5
"Stomach","Brain - Substantia nigra_secretomics",3
"Stomach","Breast - Mammary Tissue_secretomics",703
"Stomach","Cells - Cultured fibroblasts_secretomics",77
"Stomach","Cells - EBV-transformed lymphocytes_secretomics",0
"Stomach","Cervix - Ectocervix_secretomics",0
"Stomach","Cervix - Endocervix_secretomics",1
"Stomach","Colon - Sigmoid_secretomics",534
"Stomach","Colon - Transverse_secretomics",494
"Stomach","Esophagus - Gastroesophageal Junction_secretomics",877
"Stomach","Esophagus - Mucosa_secretomics",1412
"Stomach","Esophagus - Muscularis_secretomics",3265
"Stomach","Fallopian Tube_secretomics",0
"Stomach","Heart - Atrial Appendage_secretomics",1281
"Stomach","Heart - Left Ventricle_secretomics",1900
"Stomach","Kidney - Cortex_secretomics",9
"Stomach","Kidney - Medulla_secretomics",0
"Stomach","Liver_secretomics",438
"Stomach","Lung_secretomics",2189
"Stomach","Minor Salivary Gland_secretomics",23
"Stomach","Muscle - Skeletal_secretomics",3745
"Stomach","Nerve - Tibial_secretomics",2619
"Stomach","Ovary_secretomics",53
"Stomach","Pancreas_secretomics",712
"Stomach","Pituitary_secretomics",3
"Stomach","Prostate_secretomics",115
"Stomach","Skin - Not Sun Exposed (Suprapubic)_secretomics",3572
"Stomach","Skin - Sun Exposed (Lower leg)_secretomics",2266
"Stomach","Small Intestine - Terminal Ileum_secretomics",98
"Stomach","Spleen_secretomics",238
"Stomach","Testis_secretomics",1278
"Stomach","Thyroid_secretomics",3948
"Stomach","Uterus_secretomics",12
"Stomach","Vagina_secretomics",26
"Stomach","Whole Blood_secretomics",2057
"Testis","Adipose - Subcutaneous_secretomics",31475
"Testis","Adipose - Visceral (Omentum)_secretomics",23412
"Testis","Adrenal Gland_secretomics",9459
"Testis","Artery - Aorta_secretomics",17365
"Testis","Artery - Coronary_secretomics",1766
"Testis","Artery - Tibial_secretomics",24040
"Testis","Bladder_secretomics",0
"Testis","Brain - Amygdala_secretomics",2
"Testis","Brain - Anterior cingulate cortex (BA24)_secretomics",2
"Testis","Brain - Caudate (basal ganglia)_secretomics",5
"Testis","Brain - Cerebellar Hemisphere_secretomics",13
"Testis","Brain - Cerebellum_secretomics",33
"Testis","Brain - Cortex_secretomics",41
"Testis","Brain - Frontal Cortex (BA9)_secretomics",5
"Testis","Brain - Hippocampus_secretomics",2
"Testis","Brain - Hypothalamus_secretomics",11
"Testis","Brain - Nucleus accumbens (basal ganglia)_secretomics",4
"Testis","Brain - Putamen (basal ganglia)_secretomics",5
"Testis","Brain - Spinal cord (cervical c-1)_secretomics",4
"Testis","Brain - Substantia nigra_secretomics",0
"Testis","Breast - Mammary Tissue_secretomics",12844
"Testis","Cells - Cultured fibroblasts_secretomics",17849
"Testis","Cells - EBV-transformed lymphocytes_secretomics",814
"Testis","Cervix - Ectocervix_secretomics",0
"Testis","Cervix - Endocervix_secretomics",0
"Testis","Colon - Sigmoid_secretomics",7782
"Testis","Colon - Transverse_secretomics",6972
"Testis","Esophagus - Gastroesophageal Junction_secretomics",12593
"Testis","Esophagus - Mucosa_secretomics",24515
"Testis","Esophagus - Muscularis_secretomics",25753
"Testis","Fallopian Tube_secretomics",0
"Testis","Heart - Atrial Appendage_secretomics",15570
"Testis","Heart - Left Ventricle_secretomics",39152
"Testis","Kidney - Cortex_secretomics",56
"Testis","Kidney - Medulla_secretomics",0
"Testis","Liver_secretomics",5259
"Testis","Lung_secretomics",35158
"Testis","Minor Salivary Gland_secretomics",1426
"Testis","Muscle - Skeletal_secretomics",47699
"Testis","Nerve - Tibial_secretomics",32849
"Testis","Ovary_secretomics",0
"Testis","Pancreas_secretomics",2825
"Testis","Pituitary_secretomics",62
"Testis","Prostate_secretomics",8632
"Testis","Skin - Not Sun Exposed (Suprapubic)_secretomics",34456
"Testis","Skin - Sun Exposed (Lower leg)_secretomics",35156
"Testis","Small Intestine - Terminal Ileum_secretomics",267
"Testis","Spleen_secretomics",521
"Testis","Stomach_secretomics",1936
"Testis","Thyroid_secretomics",36585
"Testis","Uterus_secretomics",0
"Testis","Vagina_secretomics",0
"Testis","Whole Blood_secretomics",49947
"Thyroid","Adipose - Subcutaneous_secretomics",38341
"Thyroid","Adipose - Visceral (Omentum)_secretomics",36623
"Thyroid","Adrenal Gland_secretomics",12726
"Thyroid","Artery - Aorta_secretomics",22199
"Thyroid","Artery - Coronary_secretomics",4308
"Thyroid","Artery - Tibial_secretomics",28898
"Thyroid","Bladder_secretomics",0
"Thyroid","Brain - Amygdala_secretomics",65
"Thyroid","Brain - Anterior cingulate cortex (BA24)_secretomics",131
"Thyroid","Brain - Caudate (basal ganglia)_secretomics",224
"Thyroid","Brain - Cerebellar Hemisphere_secretomics",169
"Thyroid","Brain - Cerebellum_secretomics",730
"Thyroid","Brain - Cortex_secretomics",746
"Thyroid","Brain - Frontal Cortex (BA9)_secretomics",392
"Thyroid","Brain - Hippocampus_secretomics",81
"Thyroid","Brain - Hypothalamus_secretomics",232
"Thyroid","Brain - Nucleus accumbens (basal ganglia)_secretomics",217
"Thyroid","Brain - Putamen (basal ganglia)_secretomics",118
"Thyroid","Brain - Spinal cord (cervical c-1)_secretomics",252
"Thyroid","Brain - Substantia nigra_secretomics",46
"Thyroid","Breast - Mammary Tissue_secretomics",13841
"Thyroid","Cells - Cultured fibroblasts_secretomics",15260
"Thyroid","Cells - EBV-transformed lymphocytes_secretomics",613
"Thyroid","Cervix - Ectocervix_secretomics",0
"Thyroid","Cervix - Endocervix_secretomics",0
"Thyroid","Colon - Sigmoid_secretomics",14282
"Thyroid","Colon - Transverse_secretomics",9162
"Thyroid","Esophagus - Gastroesophageal Junction_secretomics",18993
"Thyroid","Esophagus - Mucosa_secretomics",31005
"Thyroid","Esophagus - Muscularis_secretomics",35296
"Thyroid","Fallopian Tube_secretomics",0
"Thyroid","Heart - Atrial Appendage_secretomics",30318
"Thyroid","Heart - Left Ventricle_secretomics",40667
"Thyroid","Kidney - Cortex_secretomics",381
"Thyroid","Kidney - Medulla_secretomics",0
"Thyroid","Liver_secretomics",12803
"Thyroid","Lung_secretomics",42695
"Thyroid","Minor Salivary Gland_secretomics",1043
"Thyroid","Muscle - Skeletal_secretomics",58369
"Thyroid","Nerve - Tibial_secretomics",38095
